,alginate,,alg+Ac,,AC,,a1,a2,a3,a4,a5,a6,a7,a8
2372,67.186235,,69.305712,,59.412378,,68.304182,60.999944,62.959232,71.427704,66.818978,62.5843,37.915452,39.505233
2370,66.879181,,68.622759,,58.485474,,67.957622,60.839646,62.925453,71.215754,66.742183,62.524305,37.744823,39.437639
2368,66.593294,,67.957684,,57.573163,,67.65019,60.708436,62.923607,71.039981,66.703758,62.493488,37.585789,39.348243
2366,66.362642,,67.370191,,56.75936,,67.41874,60.626229,62.96759,70.928762,66.720319,62.50413,37.457125,39.22256
2364,66.2229,,66.939137,,56.143665,,67.303947,60.612948,63.053335,70.906638,66.795173,62.559297,37.379437,39.08992
2362,66.217838,,66.752872,,55.854924,,67.348354,60.69159,63.176785,70.996212,66.933291,62.665127,37.377035,38.964908
2360,66.323086,,66.791844,,55.865428,,67.514895,60.836144,63.30405,71.1595,67.098072,62.790913,37.436648,38.876529
2358,66.535367,,67.049996,,56.176952,,67.787899,61.034378,63.419215,71.377492,67.269553,62.925909,37.554411,38.839095
2356,66.739507,,67.355947,,56.571812,,68.045122,61.19898,63.490508,71.555583,67.392863,63.024062,37.675873,38.837872
2354,66.92578,,67.684655,,57.011429,,68.269148,61.325342,63.519993,71.686262,67.464681,63.082306,37.789793,38.86545
2352,67.034201,,67.922761,,57.351091,,68.403863,61.376673,63.50973,71.739363,67.4767,63.091433,37.869981,38.900047
2350,67.077762,,68.08382,,57.602252,,68.466805,61.366741,63.467725,71.724424,67.435576,63.062192,37.922109,38.941626
2348,67.071072,,68.156416,,57.737963,,68.473547,61.32618,63.417824,71.673622,67.376216,63.017609,37.948099,38.975777
2346,67.023872,,68.157929,,57.774205,,68.433831,61.258045,63.362022,71.59266,67.300281,62.959221,37.955471,39.009711
2344,66.965347,,68.105707,,57.731434,,68.378649,61.200654,63.320131,71.517412,67.237681,62.908514,37.953593,39.021943
2342,66.900362,,68.017072,,57.625555,,68.313818,61.149411,63.290147,71.445984,67.185084,62.865489,37.946216,39.034034
2340,66.854845,,67.941882,,57.52875,,68.268322,61.121186,63.279959,71.404756,67.157436,62.83782,37.948268,39.045983
2338,66.835272,,67.895443,,57.452263,,68.247927,61.114452,63.289531,71.393688,67.154726,62.820899,37.965325,39.064919
2336,66.862695,,67.931317,,57.483811,,68.279615,61.13842,63.312903,71.425923,67.180266,62.817797,38.008538,39.097917
2334,66.932242,,68.043658,,57.605224,,68.353674,61.185429,63.3461,71.493878,67.2274,62.825442,38.070416,39.130704
2332,67.035801,,68.228541,,57.827592,,68.462336,61.250885,63.381214,71.586221,67.289472,62.840765,38.149065,39.163278
2330,67.158784,,68.464844,,58.121542,,68.593993,61.327123,63.41627,71.689759,67.356506,62.856092,38.233299,39.195642
2328,67.283374,,68.725745,,58.460011,,68.731277,61.40187,63.445355,71.791318,67.41853,62.868355,38.317533,39.213664
2326,67.411188,,69.009304,,58.836192,,68.876107,61.473589,63.46848,71.890903,67.475537,62.879089,38.403626,39.231525
2324,67.537368,,69.309763,,59.245533,,69.024623,61.54228,63.48172,71.992271,67.525862,62.889827,38.491574,39.249224
2322,67.661915,,69.615649,,59.674528,,69.176821,61.606406,63.490993,72.097297,67.571161,62.900569,38.583232,39.273792
2320,67.788067,,69.928861,,60.11418,,69.334619,61.667501,63.498272,72.207855,67.613089,62.915919,38.682302,39.312211
2318,67.906111,,70.228416,,60.544316,,69.486476,61.725563,63.499631,72.310806,67.649979,62.931274,38.777651,39.350399
2316,68.016049,,70.516236,,60.960475,,69.632401,61.777519,63.495082,72.409911,67.680167,62.943565,38.872993,39.395349
2314,68.114648,,70.782812,,61.344783,,69.766641,61.823368,63.488558,72.492054,67.703648,62.952792,38.962772,39.440046
2312,68.201911,,71.02817,,61.699526,,69.885373,61.864642,63.480064,72.561004,67.720416,62.955887,39.045149,39.48449
2310,68.279459,,71.252338,,62.026984,,69.992454,61.899803,63.471564,72.616778,67.733787,62.954384,39.120137,39.514765
2308,68.350531,,71.457246,,62.331665,,70.089817,61.925776,63.466974,72.666879,67.743756,62.948284,39.193292,39.544836
2306,68.41351,,71.646724,,62.615836,,70.17556,61.945631,63.466289,72.709444,67.755295,62.936053,39.260924,39.567769
2304,68.473252,,71.822693,,62.883988,,70.255445,61.959364,63.471457,72.750094,67.766739,62.92076,39.324888,39.576677
2302,68.529758,,71.983269,,63.133916,,70.327565,61.968511,63.478557,72.786961,67.776422,62.903938,39.388882,39.585453
2300,68.581411,,72.132273,,63.365648,,70.391931,61.97768,63.487586,72.82005,67.787658,62.887123,39.449217,39.587199
2298,68.631448,,72.265921,,63.576985,,70.450467,61.989946,63.496587,72.847498,67.79712,62.873381,39.509587,39.588836
2296,68.676633,,72.389928,,63.77241,,70.501268,62.002235,63.501657,72.869312,67.804803,62.861179,39.568148,39.583491
2294,68.718587,,72.500513,,63.947498,,70.55008,62.014546,63.504753,72.891099,67.812361,62.850517,39.623063,39.578062
2292,68.755692,,72.599589,,64.104503,,70.593084,62.025341,63.505878,72.909127,67.818128,62.841393,39.678019,39.57255
2290,68.786334,,72.687171,,64.241234,,70.632197,62.030005,63.503089,72.927131,67.822098,62.832276,39.727498,39.566954
2288,68.812131,,72.761381,,64.357721,,70.667426,62.030073,63.496391,72.943248,67.825925,62.823164,39.771507,39.561276
2286,68.82662,,72.818449,,64.44734,,70.69305,62.025544,63.489685,72.957479,67.826284,62.812523,39.813732,39.555514
2284,68.834652,,72.860291,,64.51457,,70.710991,62.016415,63.479079,72.967965,67.82483,62.801888,39.850501,39.549671
2282,68.83138,,72.881251,,64.555014,,70.719352,62.007301,63.468469,72.972849,67.82181,62.788191,39.88366,39.543745
2280,68.820041,,72.88514,,64.573147,,70.718145,61.995123,63.457855,72.973999,67.816916,62.7745,39.913213,39.530954
2278,68.805482,,72.87954,,64.580073,,70.7131,61.979879,63.447236,72.973279,67.812007,62.759281,39.942835,39.518105
2276,68.786089,,72.868244,,64.575811,,70.706125,61.966188,63.440493,72.968834,67.805426,62.742534,39.970692,39.498437
2274,68.766709,,72.855037,,64.571433,,70.702933,61.950969,63.433741,72.964384,67.800487,62.727326,39.996787,39.485482
2272,68.748957,,72.845585,,64.566938,,70.703519,61.935761,63.428918,72.961789,67.793876,62.713657,40.024786,39.465732
2270,68.736063,,72.839882,,64.566741,,70.705976,61.923644,63.424084,72.957331,67.790564,62.699994,40.054686,39.452673
2268,68.72641,,72.839811,,64.568625,,70.710303,61.911539,63.419238,72.954726,67.78558,62.687869,40.084654,39.44627
2266,68.721613,,72.845365,,64.57479,,70.714598,61.904066,63.412446,72.952116,67.783893,62.67575,40.118349,39.446489
2264,68.721669,,72.856536,,64.585228,,70.71886,61.896605,63.405645,72.951355,67.782191,62.663637,40.152109,39.446606
2262,68.723349,,72.873316,,64.602131,,70.721191,61.890696,63.398835,72.952443,67.782129,62.653062,40.185935,39.459981
2260,68.728266,,72.890052,,64.623283,,70.721595,61.881717,63.393946,72.951669,67.780394,62.64096,40.219826,39.466539
2258,68.731578,,72.908625,,64.650877,,70.720075,61.869666,63.392906,72.952742,67.776987,62.628863,40.251957,39.472973
2256,68.734898,,72.927151,,64.678299,,70.718528,61.857624,63.39185,72.953808,67.77522,62.615238,40.284156,39.479282
2254,68.738226,,72.941872,,64.705548,,70.716955,61.847132,63.390778,72.954866,67.773436,62.603151,40.316423,39.485468
2252,68.736723,,72.952791,,64.732622,,70.713462,61.838192,63.391617,72.954068,67.771636,62.592603,40.348757,39.491531
2250,68.733615,,72.959915,,64.755127,,70.713732,61.830802,63.390512,72.951414,67.771474,62.583594,40.379337,39.504083
2248,68.728903,,72.965127,,64.77307,,70.712082,61.824963,63.391314,72.948757,67.769641,62.574589,40.411807,39.509889
2246,68.722588,,72.968429,,64.790842,,70.712299,61.819134,63.390176,72.946097,67.769445,62.567123,40.446165,39.528754
2244,68.716283,,72.9717,,64.808442,,70.71249,61.810227,63.389022,72.943433,67.769233,62.558129,40.47877,39.540872
2242,68.709988,,72.974941,,64.823677,,70.712654,61.799786,63.387851,72.93892,67.767348,62.54914,40.511443,39.559415
2240,68.703703,,72.978152,,64.838738,,70.712792,61.786265,63.384745,72.93625,67.762138,62.537091,40.544184,39.571236
2238,68.695815,,72.979461,,64.849249,,70.709129,61.77275,63.383544,72.931734,67.756911,62.523514,40.576993,39.589459
2236,68.68955,,72.978868,,64.855216,,70.705444,61.757696,63.382327,72.925371,67.748359,62.508409,40.60987,39.607518
2234,68.681682,,72.974507,,64.856644,,70.699851,61.742647,63.379177,72.920853,67.738138,62.490243,40.641001,39.618889
2232,68.673825,,72.968253,,64.857907,,70.692353,61.727602,63.377929,72.914491,67.7279,62.470551,40.670386,39.630118
2230,68.665978,,72.960109,,64.856821,,70.686721,61.71256,63.374751,72.911813,67.717647,62.450864,40.698029,39.641206
2228,68.659752,,72.951947,,64.857749,,70.681071,61.697522,63.37156,72.909134,67.709032,62.434248,40.72212,39.645663
2226,68.655148,,72.9419,,64.860687,,70.677284,61.682487,63.370266,72.908292,67.700401,62.417637,40.744474,39.650001
2224,68.648942,,72.931837,,64.863449,,70.673476,61.670544,63.367046,72.907446,67.693407,62.40563,40.765095,39.647752
2222,68.644356,,72.921759,,64.867708,,70.667768,61.658604,63.363812,72.908436,67.686396,62.396693,40.785796,39.638949
2220,68.63978,,72.913533,,64.865832,,70.663921,61.651301,63.360564,72.905746,67.679369,62.390827,40.804765,39.630073
2218,68.635214,,72.905291,,64.861638,,70.658176,61.642457,63.357302,72.904892,67.672324,62.384965,40.825625,39.621122
2216,68.629045,,72.900762,,64.857304,,70.652412,61.635162,63.352121,72.900362,67.665263,62.379109,40.848372,39.605673
2214,68.624496,,72.896215,,64.85066,,70.648509,61.624777,63.346929,72.897668,67.658185,62.370192,40.871196,39.590173
2212,68.619957,,72.893513,,64.843881,,70.642711,61.611303,63.341725,72.893138,67.65109,62.356682,40.895905,39.574621
2210,68.615427,,72.892653,,64.836968,,70.638771,61.596283,63.334607,72.886775,67.643978,62.33858,40.920691,39.559018
2208,68.612516,,72.889911,,64.829923,,70.632938,61.579717,63.32748,72.882247,67.638501,62.320484,40.947357,39.543363
2206,68.611224,,72.885291,,64.82058,,70.627088,61.566242,63.318443,72.875888,67.634658,62.302393,40.974099,39.534029
2204,68.60994,,72.878794,,64.808946,,70.621223,61.554314,63.313198,72.871364,67.630796,62.285839,41.002718,39.511902
2202,68.608665,,72.872283,,64.797189,,70.615341,61.545478,63.306043,72.86684,67.628569,62.273888,41.031411,39.496096
2200,68.605788,,72.8639,,64.78747,,70.609444,61.536643,63.298879,72.865979,67.624671,62.265006,41.060178,39.480239
2198,68.602919,,72.857362,,64.777628,,70.605402,61.52626,63.293602,72.868775,67.620755,62.257662,41.087215,39.464332
2196,68.59684,,72.854523,,64.769821,,70.605083,61.517424,63.286418,72.875224,67.616822,62.254919,41.114328,39.448374
2194,68.59077,,72.851667,,64.764048,,70.604745,61.508586,63.281119,72.881665,67.611219,62.252181,41.139714,39.432367
2192,68.5831,,72.850649,,64.758148,,70.606255,61.502842,63.273916,72.8881,67.607248,62.25098,41.166977,39.41631
2190,68.575438,,72.851468,,64.752123,,70.605876,61.501742,63.268594,72.892701,67.604909,62.249783,41.192515,39.406489
2188,68.566177,,72.852268,,64.743822,,70.603612,61.505287,63.263262,72.893646,67.604202,62.247058,41.219927,39.402873
2186,68.560143,,72.849346,,64.735401,,70.603196,61.508833,63.256029,72.892764,67.606775,62.244338,41.247414,39.399165
2184,68.554118,,72.846409,,64.731161,,70.600897,61.513928,63.248786,72.891881,67.609327,62.243155,41.274976,39.401621
2182,68.54971,,72.837907,,64.726798,,70.600445,61.514376,63.241535,72.889175,67.61186,62.241976,41.302612,39.39772
2180,68.546919,,72.827547,,64.724461,,70.598111,61.513274,63.234274,72.888293,67.616021,62.242334,41.330323,39.399961
2178,68.545744,,72.813482,,64.724146,,70.597624,61.51217,63.225119,72.885589,67.618513,62.242696,41.359904,39.395869
2176,68.544576,,72.799415,,64.723705,,70.59712,61.512613,63.219724,72.882886,67.620984,62.244595,41.385969,39.391686
2174,68.545025,,72.783497,,64.720997,,70.594737,61.514604,63.214318,72.878365,67.621786,62.246498,41.413904,39.381211
2172,68.545481,,72.771271,,64.716027,,70.592339,61.519693,63.210782,72.873848,67.620919,62.246873,41.441914,39.376859
2170,68.549159,,72.760887,,64.710941,,70.586208,61.52478,63.209111,72.867515,67.618384,62.247253,41.468206,39.372418
2168,68.552845,,72.754186,,64.70574,,70.578207,61.528314,63.207425,72.863005,67.615829,62.247637,41.494574,39.367887
2166,68.558144,,72.753009,,64.700425,,70.566482,61.530295,63.205723,72.8585,67.613254,62.246493,41.519227,39.375587
2164,68.565057,,72.753662,,64.694997,,70.552896,61.530722,63.204005,72.855815,67.61066,62.246886,41.543957,39.383157
2162,68.571976,,72.756143,,64.689458,,70.539305,61.531145,63.200396,72.853133,67.609693,62.248815,41.568764,39.396737
2160,68.578901,,72.758609,,64.683808,,70.52571,61.533113,63.196773,72.852269,67.608706,62.252279,41.591859,39.410167
2158,68.587439,,72.75922,,64.673786,,70.513966,61.539732,63.193135,72.849592,67.609346,62.258812,41.613245,39.417328
2156,68.594376,,72.757979,,64.665792,,70.50407,61.54945,63.187612,72.848732,67.609965,62.263817,41.632921,39.424361
2154,68.599713,,72.753049,,64.657694,,70.497872,61.560717,63.182078,72.847874,67.61221,62.270357,41.652679,39.431265
2152,68.605055,,72.74995,,64.651619,,70.493516,61.57198,63.176531,72.845206,67.612786,62.272307,41.668943,39.438041
2150,68.608797,,72.745006,,64.649691,,70.490999,61.581688,63.170974,72.844352,67.613342,62.272729,41.685291,39.450768
2148,68.61094,,72.740055,,64.64553,,70.49032,61.592943,63.165404,72.841691,67.615523,62.271624,41.701721,39.463346
2146,68.614695,,72.735098,,64.643385,,70.493324,61.604194,63.159824,72.839033,67.619329,62.270523,41.72002,39.475778
2144,68.61685,,72.728301,,64.636892,,70.494464,61.615441,63.154231,72.83276,67.624758,62.27249,41.740184,39.49411
2142,68.622223,,72.719666,,64.628179,,70.495589,61.629789,63.148627,72.826495,67.631811,62.279055,41.763995,39.518312
2140,68.627603,,72.71103,,64.619369,,70.494853,61.644132,63.143012,72.820237,67.638841,62.288688,41.789668,39.530273
2138,68.634593,,72.70056,,64.608349,,70.492259,61.65847,63.137385,72.813987,67.647493,62.302918,41.815417,39.542089
2136,68.643195,,72.691922,,64.597237,,70.489654,61.669696,63.131747,72.813163,67.654476,62.320215,41.841243,39.547754
2134,68.651801,,72.681454,,64.586036,,70.483351,61.679361,63.127957,72.815953,67.661436,62.339047,41.865364,39.535304
2132,68.660413,,72.670986,,64.574747,,70.475198,61.690573,63.124153,72.818744,67.666728,62.356352,41.887782,39.528776
2130,68.670635,,72.664178,,64.561259,,70.467041,61.701777,63.124052,72.82334,67.671997,62.370597,41.910279,39.516189
2128,68.679257,,72.65737,,64.547689,,70.457037,61.717638,63.123933,72.824328,67.675598,62.381783,41.929295,39.51547
2126,68.689489,,72.652387,,64.534036,,70.448871,61.736601,63.127508,72.825319,67.679177,62.38991,41.950171,39.514649
2124,68.698121,,72.647403,,64.520303,,70.440701,61.755559,63.13106,72.82451,67.682732,62.393448,41.969348,39.51967
2122,68.705154,,72.644243,,64.50649,,70.432527,61.774509,63.136443,72.823706,67.686265,62.396989,41.986828,39.530506
2120,68.713796,,72.642905,,64.494702,,70.428025,61.790342,63.138096,72.824706,67.686487,62.399003,42.006166,39.541199
2118,68.722443,,72.639738,,64.484935,,70.425354,61.804611,63.139729,72.825709,67.688331,62.402553,42.025586,39.55175
2116,68.729491,,72.634746,,64.475087,,70.426346,61.818872,63.139491,72.828515,67.691794,62.409168,42.045086,39.562159
2114,68.736544,,72.629754,,64.467257,,70.427327,61.834679,63.137386,72.829524,67.695235,62.41885,42.064666,39.560634
2112,68.743603,,72.62294,,64.459343,,70.428298,61.856701,63.135265,72.830537,67.701938,62.431598,42.084327,39.553122
2110,68.749062,,72.616128,,64.451349,,70.431091,61.878715,63.134975,72.831553,67.708617,62.445881,42.104067,39.545528
2108,68.754527,,72.609319,,64.443273,,70.435704,61.900721,63.132821,72.832573,67.716914,62.460167,42.123888,39.531986
2106,68.758394,,72.602513,,64.437212,,70.438473,61.922718,63.130652,72.830007,67.725186,62.472926,42.143789,39.512525
2104,68.762267,,72.597528,,64.431069,,70.444892,61.940035,63.13031,72.827447,67.733434,62.481095,42.165543,39.504719
2102,68.766144,,72.596181,,64.424847,,70.449465,61.957342,63.12995,72.824895,67.740014,62.487737,42.187377,39.496832
2100,68.77163,,72.594833,,64.418546,,70.455856,61.971522,63.131414,72.820556,67.74657,62.491321,42.209289,39.488865
2098,68.780327,,72.597116,,64.412167,,70.460404,61.988806,63.134698,72.816227,67.754743,62.493378,42.233051,39.480818
2096,68.792233,,72.599395,,64.405711,,70.464939,62.006078,63.137959,72.811907,67.76289,62.49697,42.256892,39.4785
2094,68.804144,,72.603486,,64.39918,,70.47129,62.024895,63.143037,72.809386,67.771012,62.502097,42.28081,39.470284
2092,68.819263,,72.605759,,64.392575,,70.475801,62.0437,63.14809,72.810455,67.78075,62.507227,42.303035,39.461989
2090,68.832783,,72.60803,,64.387978,,70.482126,62.062493,63.149446,72.813317,67.790462,62.515423,42.323569,39.459395
2088,68.846307,,72.608487,,64.385385,,70.486613,62.079715,63.150782,72.82155,67.798507,62.526684,42.342412,39.450932
2086,68.858232,,72.607133,,64.380638,,70.49109,62.095364,63.150264,72.831571,67.806527,62.536418,42.359567,39.448151
2084,68.866957,,72.60216,,64.373741,,70.493733,62.110998,63.147895,72.84159,67.814521,62.549218,42.376802,39.445273
2082,68.874085,,72.597192,,64.364701,,70.490901,62.128177,63.143677,72.849821,67.819209,62.558959,42.394119,39.453778
2080,68.878014,,72.588613,,64.351449,,70.484423,62.145341,63.137615,72.856267,67.822233,62.568704,42.413284,39.462147
2078,68.881948,,72.581852,,64.33814,,70.477945,62.16249,63.135202,72.859143,67.823592,62.57386,42.432529,39.476103
2076,68.884286,,72.575099,,64.322705,,70.469649,62.176504,63.132772,72.856671,67.823288,62.574428,42.451853,39.495616
2074,68.885027,,72.571967,,64.309286,,70.464991,62.188942,63.132154,72.852425,67.824598,62.570408,42.471258,39.514956
2072,68.887375,,72.570647,,64.297881,,70.460333,62.196682,63.135171,72.846406,67.824245,62.561801,42.490741,39.539817
2070,68.89293,,72.571135,,64.288487,,70.459308,62.205963,63.138166,72.842182,67.823868,62.557789,42.508539,39.558804
2068,68.90009,,72.573431,,64.283165,,70.460097,62.215225,63.144788,72.837969,67.825105,62.555311,42.526417,39.577619
2066,68.910455,,72.57573,,64.27778,,70.46088,62.227589,63.149559,72.83911,67.826282,62.563552,42.54614,39.596264
2064,68.922425,,72.57803,,64.276457,,70.461658,62.241495,63.156128,72.842038,67.827465,62.579449,42.56418,39.609084
2062,68.935999,,72.578532,,64.273008,,70.462432,62.25226,63.16085,72.846751,67.826987,62.59841,42.580538,39.627398
2060,68.946374,,72.577238,,64.269497,,70.459575,62.259883,63.163727,72.855027,67.826484,62.621966,42.595562,39.639906
2058,68.951953,,72.574151,,64.261811,,70.454906,62.259677,63.162944,72.861527,67.822684,62.643995,42.598257,39.652265
2056,68.957537,,72.569273,,64.254071,,70.448426,62.257886,63.162143,72.866252,67.817223,62.661435,42.599213,39.670091
2054,68.959924,,72.564406,,64.244225,,70.44195,62.254509,63.161323,72.86743,67.810104,62.672757,42.598456,39.687748
2052,68.962317,,72.55955,,64.23433,,70.433667,62.252669,63.160486,72.866839,67.806237,62.6749,42.596026,39.705238
2050,68.966313,,72.556502,,64.222337,,70.427199,62.257053,63.161446,72.860932,67.803984,62.667864,42.595486,39.733737
2048,68.971914,,72.55526,,64.210301,,70.422542,62.262976,63.162385,72.855039,67.801709,62.656242,42.596883,39.756453
2046,68.980717,,72.557618,,64.202319,,70.419695,62.273563,63.16693,72.850935,67.804321,62.644623,42.598504,39.778983
2044,68.991123,,72.558187,,64.196337,,70.420462,62.284127,63.17145,72.848616,67.805273,62.634539,42.598625,39.790209
2042,69.003131,,72.560558,,64.192351,,70.424838,62.293104,63.177757,72.853398,67.807838,62.63364,42.599028,39.795736
2040,69.015142,,72.562936,,64.190359,,70.427405,62.300507,63.182227,72.86173,67.81038,62.637336,42.599709,39.795594
2038,69.025557,,72.561737,,64.188314,,70.429969,62.307887,63.184865,72.870065,67.809629,62.647157,42.598891,39.784278
2036,69.035975,,72.560549,,64.184177,,70.430726,62.313702,63.185674,72.878404,67.807221,62.658511,42.598288,39.77289
2034,69.044798,,72.554,,64.179993,,70.427878,62.317953,63.184656,72.884977,67.801523,62.671399,42.59785,39.761431
2032,69.050427,,72.551047,,64.173726,,70.425033,62.319074,63.181815,72.888018,67.794169,62.67664,42.595773,39.755405
2030,69.057658,,72.548107,,64.167417,,70.42039,62.317065,63.180762,72.88753,67.785161,62.672703,42.592016,39.743795
2028,69.064892,,72.548757,,64.161066,,70.421151,62.311925,63.179691,72.883519,67.779403,62.656528,42.590054,39.7376
2026,69.073728,,72.554781,,64.154677,,70.425511,62.303652,63.184009,72.877755,67.773626,62.628116,42.588118,39.731316
2024,69.082567,,72.564385,,64.148249,,70.431666,62.295374,63.188302,72.873773,67.771096,62.596649,42.587959,39.730411
2022,69.094604,,72.575779,,64.139753,,70.441413,62.290222,63.192571,72.87157,67.77018,62.565186,42.589586,39.723941
2020,69.106645,,72.587176,,64.131224,,70.452948,62.291326,63.198615,72.874675,67.774144,62.544438,42.593025,39.717382
2018,69.120285,,72.596791,,64.118609,,70.464476,62.297123,63.202834,72.883082,67.779719,62.535935,42.598306,39.705295
2016,69.129135,,72.602845,,64.107994,,70.4742,62.30292,63.205233,72.896783,67.783639,62.539676,42.601968,39.69857
2014,69.134793,,72.601776,,64.095329,,70.480329,62.307149,63.202222,72.914012,67.785905,62.55413,42.604041,39.686335
2012,69.134066,,72.595376,,64.08264,,70.482869,62.303549,63.195606,72.931238,67.781621,62.576237,42.60279,39.67403
2010,69.126955,,72.585433,,64.06993,,70.481823,62.296813,63.185392,72.944941,67.775685,62.599877,42.599956,39.667061
2008,69.118252,,72.573734,,64.05518,,70.477198,62.283809,63.178755,72.953364,67.763204,62.61434,42.59377,39.660006
2006,69.109555,,72.562059,,64.042431,,70.472581,62.267667,63.173899,72.952993,67.750706,62.618097,42.589437,39.663635
2004,69.100863,,72.553969,,64.025631,,70.466181,62.253085,63.17798,72.942081,67.736561,62.601969,42.58693,39.67252
2002,69.093774,,72.553015,,64.010835,,70.46158,62.235364,63.189195,72.924155,67.724032,62.570546,42.586238,39.686632
2000,69.093075,,72.559187,,64.000053,,70.462354,62.217636,63.20753,72.904499,67.71638,62.525359,42.587382,39.705946
1998,69.097169,,72.570701,,63.995291,,70.468495,62.198335,63.227612,72.884871,67.710342,62.472527,42.59216,39.725085
1996,69.109247,,72.591103,,63.996536,,70.483571,62.177459,63.253009,72.870541,67.712441,62.41664,42.595434,39.738707
1994,69.121328,,72.611504,,64.003775,,70.500426,62.159711,63.274787,72.865015,67.716151,62.369937,42.60081,39.757506
1992,69.136602,,72.630132,,64.01499,,70.519055,62.143524,63.296519,72.871793,67.721472,62.341596,42.604923,39.770807
1990,69.148685,,72.643441,,64.026158,,70.534105,62.133602,63.311075,72.887351,67.723513,62.333146,42.607867,39.778638
1988,69.155984,,72.64612,,64.035277,,70.542011,62.129946,63.318465,72.915187,67.723905,62.352235,42.611414,39.781026
1986,69.156903,,72.639955,,64.038345,,70.544567,62.12472,63.318704,72.944769,67.716132,62.382035,42.610308,39.783294
1984,69.149849,,72.62673,,64.037378,,70.538215,62.117921,63.311803,72.976095,67.701825,62.417956,42.6062,39.780156
1982,69.138013,,72.611765,,64.030386,,70.526531,62.100139,63.301332,72.996901,67.680988,62.441643,42.595491,39.782196
1980,69.118208,,72.595063,,64.017383,,70.507741,62.072938,63.287299,73.00895,67.651996,62.451565,42.581542,39.784117
1978,69.101599,,72.583704,,64.004376,,70.490754,62.041022,63.276816,73.010503,67.624623,62.443135,42.565998,39.78592
1976,69.084996,,72.57768,,63.989371,,70.477349,62.007527,63.269877,73.003321,67.598868,62.414823,42.550531,39.792858
1974,69.074778,,72.578754,,63.978356,,70.471077,61.97716,63.270025,72.990913,67.579617,62.374278,42.540313,39.799661
1972,69.072539,,72.590449,,63.969332,,70.475483,61.951491,63.277248,72.975033,67.568494,62.323031,42.531848,39.806329
1970,69.076681,,72.60569,,63.968269,,70.483448,61.927384,63.287988,72.962676,67.563868,62.274847,42.528597,39.823315
1968,69.08561,,72.626236,,63.971172,,70.498519,61.906409,63.302239,72.953839,67.562482,62.231256,42.527084,39.840132
1966,69.09454,,72.643258,,63.98002,,70.513585,61.882286,63.314683,72.953755,67.56108,62.204495,42.525568,39.856781
1964,69.101878,,72.658526,,63.990828,,70.526872,61.856585,63.323553,72.962415,67.558035,62.194562,42.522317,39.873261
1962,69.10603,,72.664988,,63.997635,,70.533062,61.827735,63.328857,72.97283,67.550094,62.192281,42.51733,39.889574
1960,69.105403,,72.666183,,64.00045,,70.532164,61.797305,63.328832,72.983253,67.538887,62.194591,42.508875,39.905719
1958,69.09681,,72.660354,,63.993334,,70.524189,61.765295,63.32702,72.986711,67.524414,62.190786,42.496954,39.916524
1956,69.085035,,72.651033,,63.980273,,70.510916,61.733276,63.323426,72.984953,67.506678,62.179337,42.481571,39.92718
1954,69.073264,,72.641745,,63.963261,,70.499436,61.701246,63.323345,72.974502,67.488931,62.149539,42.46446,39.927373
1952,69.061498,,72.636009,,63.950223,,70.491516,61.670778,63.325007,72.95885,67.4728,62.104451,42.445622,39.927453
1950,69.05611,,72.637339,,63.941152,,70.494229,61.6403,63.335458,72.939746,67.461534,62.039485,42.428522,39.92228
1948,69.053912,,72.647485,,63.939991,,70.505791,61.612956,63.347639,72.924154,67.455133,61.969936,42.411429,39.911881
1946,69.059683,,72.662921,,63.946724,,70.522657,61.591891,63.365065,72.91729,67.451968,61.909568,42.397803,39.896281
1944,69.068641,,72.680127,,63.95739,,70.54482,61.575534,63.380692,72.920882,67.452039,61.869085,42.385912,39.880619
1942,69.08238,,72.695592,,63.975924,,70.566976,61.56546,63.391007,72.941873,67.452095,61.863781,42.375755,39.870001
1940,69.092933,,72.707561,,63.990489,,70.582064,61.553809,63.394261,72.969816,67.447265,61.873773,42.3656,39.85421
1938,69.097118,,72.709023,,63.999127,,70.58833,61.532717,63.390466,72.999493,67.435925,61.897532,42.353718,39.843445
1936,69.09175,,72.705251,,64.001851,,70.58402,61.499037,63.381391,73.018748,67.416456,61.910588,42.338381,39.832603
1934,69.073647,,72.690994,,63.990813,,70.565625,61.446471,63.367045,73.025857,67.385614,61.906826,42.316135,39.826754
1932,69.052365,,72.676779,,63.975865,,70.547259,61.389171,63.356201,73.019098,67.353143,61.878599,42.292169,39.825873
1930,69.027905,,72.666108,,63.957017,,70.528923,61.325562,63.348853,72.996754,67.320669,61.824379,42.269939,39.824882
1928,69.011411,,72.66423,,63.940162,,70.52294,61.269803,63.355501,72.969245,67.297927,61.748755,42.251173,39.82378
1926,69.004473,,72.676385,,63.93314,,70.531055,61.225045,63.377871,72.934842,67.286538,61.650198,42.237594,39.827605
1924,69.003905,,72.697307,,63.932011,,70.55325,61.188143,63.407189,72.905683,67.28325,61.551646,42.227472,39.831303
1922,69.009706,,72.725238,,63.940679,,70.58599,61.157526,63.443445,72.883491,67.288062,61.454628,42.219079,39.834874
1920,69.015508,,72.753177,,63.955212,,70.622231,61.1269,63.476144,72.878647,67.289615,61.386669,42.208961,39.833308
1918,69.022903,,72.777632,,63.975599,,70.658457,61.096265,63.501801,72.891131,67.289534,61.347768,42.195396,39.826629
