,alginate,,alg+Ac,,AC,,a1,a2,a3,a4,a5,a6,a7,a8
3342,64.925478,,67.422154,,58.774418,,65.826287,49.745806,56.134278,67.646214,63.950274,57.425353,28.009259,33.335885
3340,64.969844,,67.494515,,58.827599,,65.857552,49.843887,56.204986,67.7103,64.02267,57.460146,28.087155,33.426665
3338,65.016044,,67.573651,,58.880782,,65.893459,49.946226,56.278182,67.778916,64.094991,57.496852,28.167796,33.565601
3336,65.067834,,67.659559,,58.936749,,65.936349,50.048414,56.353866,67.847475,64.163169,57.537471,28.25118,33.688018
3334,65.121455,,67.749969,,58.992715,,65.983875,50.152655,56.427007,67.915975,64.227204,57.577998,28.334506,33.810079
3332,65.176908,,67.840342,,59.048679,,66.033691,50.254541,56.495091,67.97754,64.287098,57.622434,28.414969,33.899607
3330,65.230436,,67.928409,,59.101856,,66.085797,50.35407,56.563146,68.032174,64.340818,57.668775,28.489762,33.956714
3328,65.280162,,68.011904,,59.155029,,66.140189,50.453446,56.626141,68.082172,64.3904,57.71702,28.561686,33.997561
3326,65.327962,,68.093094,,59.208197,,66.194524,50.546059,56.686591,68.127537,64.439912,57.763171,28.630737,34.006173
3324,65.368204,,68.169712,,59.26414,,66.24646,50.638518,56.744494,68.17285,64.491384,57.807227,28.702525,34.046718
3322,65.404644,,68.244025,,59.320074,,66.295996,50.728619,56.79985,68.215822,64.542784,57.847193,28.774242,34.103088
3320,65.435404,,68.313767,,59.367654,,66.343134,50.814161,56.852657,68.261031,64.590047,57.885068,28.843083,34.159249
3318,65.460484,,68.376672,,59.409662,,66.385532,50.899546,56.902915,68.3039,64.637237,57.920852,28.911851,34.23116
3316,65.483639,,68.435008,,59.437757,,66.423191,50.978171,56.950623,68.344428,64.676229,57.950554,28.977737,34.302825
3314,65.506745,,68.488776,,59.457502,,66.456114,51.056638,56.995779,68.384904,64.709056,57.980164,29.04074,34.358321
3312,65.531678,,68.540241,,59.471677,,66.486641,51.130547,57.04341,68.425329,64.737751,58.011679,29.100858,34.413608
3310,65.560315,,68.584873,,59.488623,,66.514774,51.204298,57.091,68.467987,64.766378,58.047092,29.160895,34.436915
3308,65.598284,,68.629468,,59.511118,,66.545191,51.273491,57.14106,68.515163,64.794936,58.088394,29.223659,34.428355
3306,65.639953,,68.669497,,59.544718,,66.573214,51.342526,57.19359,68.564569,64.825454,58.133588,29.286342,34.419732
3304,65.683445,,68.709488,,59.586638,,66.601181,51.409203,57.248588,68.616202,64.857932,58.174694,29.35175,34.426874
3302,65.725007,,68.747177,,59.639656,,66.629092,51.475721,57.311076,68.667776,64.894396,58.209721,29.414266,34.433915
3300,65.764637,,68.782564,,59.698208,,66.656947,51.53988,57.376028,68.717006,64.932815,58.232693,29.479506,34.488229
3298,65.802336,,68.822441,,59.762292,,66.687082,51.60388,57.443441,68.76846,64.973188,58.249597,29.544661,34.573875
3296,65.836228,,68.869067,,59.829127,,66.717159,51.66992,57.513316,68.819854,65.017543,58.262427,29.609728,34.690742
3294,65.871939,,68.922441,,59.895933,,66.749514,51.735797,57.583137,68.868904,65.061819,58.27517,29.671896,34.807246
3292,65.907594,,68.987084,,59.95993,,66.784146,51.803712,57.652905,68.920175,65.108046,58.293798,29.733975,34.923388
3290,65.943192,,69.056205,,60.012787,,66.821054,51.867066,57.715082,68.966821,65.152165,58.316318,29.79315,35.007769
3288,65.974981,,69.125276,,60.060058,,66.8579,51.92806,57.769669,69.008843,65.192151,58.346706,29.849421,35.04482
3286,66.004837,,69.187509,,60.093413,,66.894682,51.982299,57.816667,69.046245,65.225979,58.380976,29.905597,35.034709
3284,66.030884,,69.242906,,60.118408,,66.931401,52.029784,57.851053,69.072189,65.255677,58.419127,29.958865,34.946314
3282,66.053121,,69.289207,,60.135044,,66.968055,52.077109,57.88036,69.095799,65.279221,58.461153,30.012036,34.826788
3280,66.069675,,69.326413,,60.148874,,67.00231,52.11988,57.907098,69.114799,65.296613,58.503076,30.062295,34.707452
3278,66.084295,,69.354529,,60.159898,,67.036501,52.162491,57.933779,69.133748,65.307856,58.544895,30.115266,34.603893
3276,66.095107,,69.375815,,60.173666,,67.070627,52.207138,57.96291,69.154923,65.314978,58.582634,30.168137,34.547194
3274,66.107735,,69.394797,,60.187402,,67.102353,52.253818,57.994491,69.182879,65.324055,58.618284,30.223718,34.552735
3272,66.120303,,69.409212,,60.206653,,67.129347,52.30253,58.028519,69.215333,65.33306,58.649857,30.279196,34.589233
3270,66.136561,,69.425843,,60.228643,,67.15161,52.348882,58.062482,69.256835,65.348065,58.681329,30.340197,34.672087
3268,66.156506,,69.444688,,60.253368,,67.17381,52.397266,58.09889,69.305102,65.367043,58.7127,30.401093,34.785637
3266,66.178263,,69.465745,,60.280827,,67.191281,52.445483,58.135231,69.351027,65.392015,58.738014,30.464697,34.883342
3264,66.203706,,69.491272,,60.313792,,67.206357,52.493535,58.171503,69.39461,65.420954,58.761244,30.531008,34.980714
3262,66.229085,,69.521266,,60.349486,,67.223701,52.543613,58.207705,69.426754,65.451835,58.778423,30.600025,35.046876
3260,66.254399,,69.553467,,60.387906,,67.243313,52.591331,58.246346,69.449741,65.484656,58.793523,30.668933,35.081937
3258,66.279648,,69.585614,,60.426278,,67.265191,52.638881,58.282405,69.468123,65.515372,58.81051,30.737731,35.101411
3256,66.304831,,69.617706,,60.467373,,67.291663,52.68407,58.318391,69.484176,65.546005,58.829383,30.812045,35.120736
3254,66.328074,,69.645227,,60.508415,,67.320396,52.724708,58.354301,69.500173,65.572513,58.85807,30.886247,35.155276
3252,66.353124,,69.672693,,60.546631,,67.35372,52.765179,58.387628,69.516116,65.598939,58.892597,30.960334,35.204976
3250,66.378107,,69.700103,,60.587565,,67.3893,52.803292,58.420877,69.534273,65.625282,58.932962,31.03712,35.26978
3248,66.404894,,69.729713,,60.628443,,67.422479,52.843428,58.454048,69.552373,65.651541,58.977177,31.116604,35.349631
3246,66.435358,,69.761522,,60.669263,,67.455584,52.887775,58.484631,69.568144,65.681756,59.02128,31.19597,35.429182
3244,66.467625,,69.797785,,60.712795,,67.486288,52.934142,58.517642,69.583858,65.711885,59.06527,31.275215,35.508434
3242,66.501694,,69.836242,,60.756265,,67.51459,52.986904,58.548063,69.604053,65.743947,59.107167,31.35434,35.587385
3240,66.537563,,69.874637,,60.802444,,67.542819,53.043869,58.580908,69.624188,65.775922,59.146972,31.436155,35.650799
3238,66.571487,,69.915223,,60.845787,,67.566321,53.105032,58.616175,69.648798,65.80579,59.180732,31.515032,35.698732
3236,66.60721,,69.955745,,60.889065,,67.592076,53.17039,58.651356,69.677881,65.83557,59.210426,31.596597,35.761635
3234,66.64473,,69.996201,,60.929506,,67.617758,53.23994,58.691462,69.706898,65.865263,59.234082,31.680849,35.809093
3232,66.684048,,70.038844,,60.972648,,67.643365,53.307118,58.731478,69.738115,65.894867,59.25368,31.764972,35.871483
3230,66.725161,,70.08142,,61.012952,,67.671223,53.374111,58.776415,69.773797,65.926398,59.271198,31.851779,35.963892
3228,66.766198,,70.123926,,61.053184,,67.701329,53.440918,58.82627,69.807142,65.955822,59.284664,31.941267,36.040835
3226,66.809028,,70.168617,,61.090576,,67.733682,53.505353,58.87603,69.842683,65.987172,59.296053,32.033436,36.087262
3224,66.849908,,70.210982,,61.127895,,67.763632,53.571786,58.928197,69.880417,66.0144,59.309318,32.125468,36.103284
3222,66.886967,,70.253276,,61.159603,,67.793504,53.638031,58.980266,69.918077,66.043553,59.322481,32.220176,36.089012
3220,66.923948,,70.295498,,61.194004,,67.825619,53.706271,59.032233,69.957927,66.06657,59.337515,32.317559,36.059606
3218,66.955237,,70.335394,,61.228328,,67.859977,53.774321,59.084099,69.999966,66.089498,59.358364,32.4148,36.015122
3216,66.982705,,70.377468,,61.268108,,67.896575,53.844362,59.130853,70.048715,66.108308,59.385023,32.517525,36.015665
3214,67.006354,,70.417216,,61.310574,,67.93309,53.916392,59.177503,70.097383,66.125015,59.415515,32.622917,36.046075
3212,67.029924,,70.45914,,61.35019,,67.969521,53.988227,59.221543,70.148232,66.139621,59.451806,32.730975,36.091264
3210,67.055284,,70.503239,,61.392488,,68.003545,54.064229,59.262974,70.198998,66.156152,59.491921,32.841696,36.166132
3208,67.082434,,70.54951,,61.426402,,68.035165,54.144394,59.304298,70.24516,66.176617,59.533887,32.952263,36.24069
3206,67.113242,,70.595702,,61.460232,,68.062059,54.224356,59.345513,70.291241,66.19699,59.575732,33.065489,36.314938
3204,67.149575,,70.644063,,61.493974,,68.086551,54.304117,59.389122,70.33724,66.221294,59.617455,33.175744,36.373974
3202,67.187693,,70.690093,,61.530392,,68.10864,54.383673,59.432619,70.378639,66.249524,59.659056,33.285839,36.447618
3200,67.227595,,70.73154,,61.575012,,68.135285,54.45649,59.481008,70.424473,66.277659,59.6966,33.395773,36.491223
3198,67.269279,,70.772906,,61.625065,,68.159528,54.526928,59.534285,70.467966,66.307706,59.734023,33.502731,36.549435
3196,67.307138,,70.80969,,61.677785,,68.186004,54.592809,59.584942,70.511376,66.337655,59.771326,33.609523,36.592544
3194,67.343041,,70.846393,,61.730404,,68.214712,54.656314,59.637982,70.556959,66.367505,59.810473,33.713337,36.650223
3192,67.37512,,70.880764,,61.785685,,68.241016,54.71962,59.688399,70.600202,66.397256,59.853427,33.816982,36.707625
3190,67.403375,,70.915051,,61.835338,,68.271868,54.782726,59.736193,70.641104,66.424899,59.896256,33.923267,36.77952
3188,67.431542,,70.951502,,61.879364,,68.30263,54.852156,59.783865,70.679668,66.454449,59.940922,34.03219,36.851099
3186,67.459621,,70.987867,,61.920524,,68.337934,54.923555,59.831412,70.711387,66.4839,59.983497,34.143749,36.922363
3184,67.491347,,71.028639,,61.956057,,68.377778,55.003442,59.881334,70.736264,66.515255,60.02202,34.26637,36.978596
3182,67.52485,,71.064829,,61.988725,,68.419843,55.085288,59.928627,70.763317,66.546508,60.06238,34.388808,37.019852
3180,67.560129,,71.100931,,62.018527,,68.464126,55.169092,59.973293,70.788039,66.577657,60.102613,34.511061,37.060866
3178,67.600916,,71.132451,,62.050984,,68.508312,55.252679,60.015331,70.817186,66.606697,60.142718,34.633125,37.116294
3176,67.641609,,71.154901,,62.086092,,68.5524,55.331706,60.057238,70.853006,66.631624,60.186617,34.74657,37.186082
3174,67.680341,,71.177263,,62.123848,,68.594076,55.408346,60.094016,70.893242,66.650435,60.228426,34.857017,37.240928
3172,67.715245,,71.197293,,62.16701,,68.628715,55.476091,60.130663,70.93789,66.665138,60.272064,34.961655,37.310095
3170,67.744457,,71.21948,,62.212814,,68.660946,55.541455,60.167177,70.977948,66.673731,60.313612,35.063292,37.364357
3168,67.766111,,71.246067,,62.264015,,68.683833,55.600104,60.203556,71.020167,66.680225,60.353071,35.164735,37.418336
3166,67.782076,,71.274805,,62.312337,,68.702005,55.660713,60.242296,71.053301,66.684621,60.388486,35.263175,37.442936
3164,67.794218,,71.305694,,62.360537,,68.717774,55.721112,60.278401,71.081854,66.688922,60.423774,35.358612,37.467327
3162,67.802538,,71.334245,,62.397585,,68.728832,55.785634,60.311871,71.101334,66.697131,60.458933,35.456656,37.476998
3160,67.810767,,71.364944,,62.428999,,68.739801,55.854274,60.347697,71.11624,66.709245,60.493963,35.557305,37.457515
3158,67.824497,,71.393304,,62.457535,,68.75299,55.927027,60.383382,71.126576,66.723259,60.528865,35.660554,37.466876
3156,67.843726,,71.421567,,62.483193,,68.773014,56.003887,60.423913,71.139081,66.743173,60.565591,35.763597,37.476063
3154,67.870316,,71.454217,,62.514238,,68.799869,56.080523,60.469288,71.155998,66.766982,60.606093,35.874842,37.499508
3152,67.906127,,71.484525,,62.547911,,68.83355,56.156933,60.519501,71.179566,66.792683,60.646461,35.988676,37.551571
3150,67.941836,,71.512492,,62.584208,,68.874051,56.233118,60.577044,71.207536,66.818275,60.690598,36.102292,37.603345
3148,67.979306,,71.53812,,62.623128,,68.916754,56.306914,60.63443,71.242146,66.843758,60.734597,36.215688,37.626074
3146,68.011083,,71.561407,,62.664666,,68.959349,56.380484,60.694151,71.278907,66.869131,60.776508,36.320454,37.63423
3144,68.039031,,71.582354,,62.703315,,69.001837,56.453827,60.753712,71.315575,66.892396,60.816331,36.4278,37.613529
3142,68.066878,,71.60768,,62.744579,,69.041912,56.526942,60.810619,71.352148,66.913554,60.852119,36.534921,37.607046
3140,68.092759,,71.63738,,62.785704,,69.081878,56.599828,60.867363,71.386386,66.9366,60.879977,36.644615,37.614724
3138,68.122261,,71.678168,,62.826686,,69.114823,56.6768,60.923942,71.41381,66.957539,60.899914,36.762477,37.665073
3136,68.151658,,71.725559,,62.864775,,69.147661,56.753538,60.975374,71.436664,66.976373,60.913884,36.882901,37.743658
3134,68.184674,,71.777313,,62.899971,,69.175786,56.834355,61.02415,71.450476,66.993102,60.919947,37.005883,37.850365
3132,68.21572,,71.831187,,62.929523,,69.201503,56.912778,61.07027,71.461965,67.005733,60.923948,37.123024,37.98508
3130,68.24666,,71.884944,,62.956182,,69.224813,56.993118,61.116222,71.471132,67.016262,60.925889,37.234327,38.133481
3128,68.275631,,71.934109,,62.9772,,69.248019,57.071064,61.162006,71.477981,67.024692,60.931607,37.339793,38.281322
3126,68.302633,,71.978684,,62.995326,,69.271121,57.150924,61.207619,71.489219,67.033015,60.941096,37.436628,38.400262
3124,68.325808,,72.014199,,63.016055,,69.296417,57.230543,61.255549,71.502608,67.041231,60.962126,37.530427,38.476263
3122,68.345154,,72.042895,,63.039384,,69.323907,57.309919,61.303305,71.522615,67.051332,60.992741,37.615601,38.523627
3120,68.366254,,72.064774,,63.068057,,69.353589,57.389051,61.353371,71.549234,67.063315,61.034872,37.703328,38.528354
3118,68.387245,,72.082072,,63.104815,,69.387758,57.470089,61.405746,71.584692,67.08116,61.086565,37.793604,38.504709
3116,68.415563,,72.101494,,63.152395,,69.426411,57.553029,61.460426,71.626748,67.100881,61.145869,37.889217,38.480954
3114,68.447487,,72.120804,,63.21079,,69.467247,57.63572,61.514923,71.677628,67.124466,61.210834,37.99016,38.45709
3112,68.483014,,72.146699,,63.274503,,69.510263,57.71816,61.564263,71.728397,67.149922,61.271758,38.088054,38.433116
3110,68.520284,,72.17471,,63.340786,,69.555456,57.798203,61.615904,71.779055,67.175258,61.330584,38.18569,38.409031
3108,68.557437,,72.207066,,63.40689,,69.602825,57.877996,61.659905,71.82737,67.198487,61.379561,38.277488,38.370837
3106,68.590757,,72.243764,,63.467331,,69.647775,57.951104,61.701237,71.868885,67.219608,61.418701,38.360663,38.34655
3104,68.622104,,72.284801,,63.522109,,69.688012,58.026109,61.739899,71.905834,67.236636,61.451887,38.440795,38.336111
3102,68.649619,,72.327941,,63.568486,,69.723539,58.098723,61.778375,71.935991,67.249574,61.482994,38.512311,38.325523
3100,68.675162,,72.368723,,63.606464,,69.749771,58.173229,61.816662,71.959363,67.258426,61.51783,38.586359,38.342629
3098,68.696875,,72.407146,,63.638788,,69.769007,58.247485,61.854759,71.978181,67.263194,61.552521,38.66015,38.387314
3096,68.718472,,72.443212,,63.662721,,69.778959,58.319349,61.892665,71.994677,67.267849,61.589001,38.736465,38.431695
3094,68.736242,,72.472463,,63.681005,,69.784218,58.388823,61.927897,72.00885,67.270409,61.627266,38.820865,38.489635
3092,68.753896,,72.494902,,63.699118,,69.789371,58.453771,61.957977,72.022928,67.27484,61.659587,38.913339,38.533386
3090,68.771434,,72.512762,,63.717059,,69.789835,58.516335,61.987865,72.036911,67.281141,61.691764,39.013876,38.576831
3088,68.787,,72.526043,,63.737564,,69.794775,58.578653,62.01508,72.053021,67.289309,61.723795,39.116907,38.619968
3086,68.798741,,72.536974,,63.755156,,69.801897,58.64286,62.044578,72.071256,67.299343,61.75761,39.219647,38.662798
3084,68.810365,,72.547783,,63.775308,,69.813489,58.713222,62.076357,72.091615,67.31124,61.793206,39.319316,38.691551
3082,68.820019,,72.556243,,63.798014,,69.831835,58.787595,62.110412,72.111871,67.324999,61.830581,39.415915,38.720034
3080,68.829556,,72.569031,,63.823273,,69.85464,58.863841,62.149217,72.136468,67.340616,61.867805,39.509445,38.748246
3078,68.838976,,72.581693,,63.853813,,69.881902,58.939824,62.187815,72.16318,67.35413,61.906803,39.599907,38.776186
3076,68.851983,,72.596452,,63.892363,,69.915902,59.015543,62.231154,72.194224,67.367523,61.943722,39.690075,38.817547
3074,68.866723,,72.611084,,63.927984,,69.954348,59.090999,62.274281,72.222939,67.380794,61.980488,39.774402,38.844924
3072,68.885045,,72.630032,,63.966142,,69.992664,59.166188,62.31472,72.251544,67.393941,62.015176,39.858435,38.885682
3070,68.908799,,72.648848,,63.998639,,70.033135,59.24324,62.357418,72.28004,67.410919,62.049712,39.942171,38.926127
3068,68.934279,,72.667531,,64.025479,,70.075758,59.324276,62.397427,72.303991,67.429746,62.084096,40.02284,38.96626
3066,68.95963,,72.688302,,64.049393,,70.113679,59.405039,62.437219,72.325617,67.452398,62.116405,40.105979,39.00608
3064,68.986705,,72.706716,,64.070382,,70.151468,59.487652,62.474321,72.347136,67.476893,62.150483,40.194349,39.045586
3062,69.00625,,72.724993,,64.091174,,70.186841,59.572111,62.511204,72.366332,67.501256,62.184407,40.287941,39.084777
3060,69.021968,,72.743135,,64.117223,,70.2198,59.65629,62.547865,72.385421,67.527459,62.218177,40.38398,39.123653
3058,69.032012,,72.758919,,64.140342,,70.248064,59.738066,62.584305,72.404403,67.553527,62.253711,40.482462,39.175732
3056,69.038234,,72.774566,,64.165984,,70.271637,59.815321,62.620521,72.423277,67.577488,62.289088,40.583379,39.227456
3054,69.038787,,72.790075,,64.19142,,70.292802,59.890178,62.658978,72.444255,67.599341,62.322391,40.675684,39.278825
3052,69.039217,,72.805445,,64.213924,,70.309281,59.962642,62.69474,72.467333,67.619089,62.353621,40.762144,39.329837
3050,69.039526,,72.822893,,64.23622,,70.323356,60.030596,62.732739,72.490299,67.632791,62.386612,40.842765,39.367051
3048,69.041559,,72.840199,,64.26103,,70.337306,60.098279,62.770507,72.513153,67.642424,62.419447,40.917552,39.403948
3046,69.050856,,72.864011,,64.288349,,70.35341,60.167806,62.808041,72.535893,67.64602,62.455951,40.992023,39.440525
3044,69.065565,,72.889893,,64.315451,,70.371663,60.239172,62.84534,72.556312,67.645553,62.492295,41.066174,39.4634
3042,69.083835,,72.920056,,64.345057,,70.392064,60.314488,62.884865,72.572201,67.644965,62.526565,41.140004,39.472632
3040,69.10751,,72.950067,,64.377161,,70.41461,60.389521,62.92415,72.585774,67.644254,62.55494,41.21076,39.468279
3038,69.132894,,72.984353,,64.406322,,70.443848,60.468494,62.965655,72.592618,67.647354,62.575518,41.286693,39.463721
3036,69.158141,,73.01627,,64.43526,,70.472949,60.547178,63.009376,72.601563,67.656226,62.590217,41.359548,39.445655
3034,69.183249,,73.048031,,64.463972,,70.499639,60.625572,63.057768,72.612605,67.664968,62.608589,41.432074,39.440708
3032,69.206374,,73.075209,,64.492456,,70.526192,60.703676,63.103448,72.632353,67.677509,62.632537,41.498776,39.44882
3030,69.225673,,73.097809,,64.520711,,70.545791,60.777275,63.153791,72.665206,67.687951,62.667774,41.562406,39.469932
3028,69.242991,,73.115832,,64.548736,,70.562985,60.850586,63.201419,72.702339,67.700224,62.708565,41.620223,39.49076
3026,69.254642,,73.129282,,64.568389,,70.573233,60.921505,63.243877,72.743747,67.708437,62.751092,41.677718,39.524508
3024,69.264316,,73.14037,,64.585101,,70.581082,60.990033,63.278713,72.782822,67.716516,62.789637,41.732147,39.544746
3022,69.27017,,73.146888,,64.596162,,70.586534,61.06248,63.305932,72.815165,67.724463,62.818494,41.786254,39.564697
3020,69.27589,,73.153258,,64.601576,,70.598663,61.136738,63.330449,72.842981,67.732276,62.843385,41.842773,39.571215
3018,69.283316,,73.163894,,64.612185,,70.615195,61.214902,63.352263,72.866274,67.741916,62.864313,41.904434,39.564359
3016,69.292447,,73.176584,,64.625273,,70.64066,61.299064,63.37628,72.887247,67.757298,62.890789,41.968491,39.570401
3014,69.305121,,73.19574,,64.643543,,70.679582,61.387115,63.402497,72.908099,67.774498,62.922806,42.034939,39.563107
3012,69.317655,,73.216942,,64.669695,,70.72515,61.479046,63.430907,72.92883,67.793514,62.960355,42.098308,39.555604
3010,69.330049,,73.237982,,64.698307,,70.772826,61.568564,63.461509,72.949438,67.810429,63.003428,42.16133,39.547891
3008,69.338623,,73.258859,,64.72667,,70.813551,61.657765,63.486951,72.969923,67.823287,63.048221,42.21582,39.552996
3006,69.343381,,73.277368,,64.754782,,70.84733,61.742462,63.509686,72.992479,67.831278,63.09473,42.264517,39.544842
3004,69.344324,,73.29351,,64.77994,,70.87417,61.818478,63.529715,73.010523,67.830171,63.139162,42.307429,39.536478
3002,69.34513,,73.307286,,64.799441,,70.891814,61.890006,63.547039,73.030637,67.824893,63.179622,42.347287,39.54087
3000,69.341629,,73.318696,,64.818693,,70.904793,61.952874,63.561659,73.046242,67.815448,63.214223,42.384094,39.532063
2998,69.340206,,73.327742,,64.832294,,70.90859,62.007096,63.576021,73.059534,67.803797,63.24297,42.420574,39.535973
2996,69.338536,,73.338828,,64.845646,,70.912253,62.05686,63.592566,73.070515,67.791896,63.265873,42.456725,39.565447
2994,69.336621,,73.34755,,64.856049,,70.911263,62.102173,63.606405,73.081376,67.777795,63.28483,42.495263,39.59459
2992,69.330791,,73.354783,,64.866327,,70.910163,62.147211,63.622423,73.089927,67.761498,63.303628,42.530751,39.649137
2990,69.319217,,73.363257,,64.873417,,70.908761,62.187805,63.640614,73.096172,67.74301,63.322265,42.563193,39.71612
2988,69.298238,,73.369292,,64.880038,,70.906942,62.226047,63.658536,73.102298,67.724284,63.335076,42.589882,39.795479
2986,69.267862,,73.375087,,64.883503,,70.904712,62.255694,63.678624,73.108544,67.699475,63.345732,42.607873,39.874343
2984,69.224434,,73.378449,,64.881129,,70.899821,62.278842,63.698438,73.112146,67.668594,63.348682,42.614603,39.939923
2982,69.166133,,73.374989,,64.87293,,70.894531,62.293423,63.717976,73.113219,67.631649,63.345559,42.612373,39.979509
2980,69.091144,,73.364714,,64.861609,,70.884341,62.302196,63.735331,73.11177,67.586702,63.332605,42.598505,40.00597
2978,69.004976,,73.343244,,64.849864,,70.86926,62.301505,63.746647,73.105623,67.53182,63.313607,42.575732,40.019365
2976,68.903981,,73.310591,,64.835015,,70.8493,62.295919,63.752396,73.096969,67.470907,63.286692,42.546781,39.994338
2974,68.795495,,73.266768,,64.819757,,70.822221,62.283376,63.750165,73.083635,67.400084,63.251876,42.511672,39.969134
2972,68.677697,,73.216173,,64.804099,,70.788035,62.25975,63.739972,73.06563,67.321309,63.211055,42.473122,39.919231
2970,68.557917,,73.161009,,64.788046,,70.749007,62.225068,63.724268,73.045143,67.232652,63.166123,42.428455,39.868315
2968,68.436158,,73.103473,,64.774288,,70.70065,62.177287,63.695787,73.020003,67.138011,63.115209,42.383076,39.816936
2966,68.321565,,73.047951,,64.757465,,70.651971,62.122644,63.666691,72.992398,67.041277,63.062083,42.339683,39.765104
2964,68.215962,,72.996632,,64.740266,,70.602977,62.05909,63.632141,72.957982,66.946334,63.004875,42.300967,39.725417
2962,68.124824,,72.951705,,64.725379,,70.555918,61.994911,63.597003,72.92112,66.855123,62.943595,42.266922,39.685254
2960,68.051792,,72.913165,,64.70745,,70.513044,61.928052,63.563712,72.879643,66.773454,62.882003,42.240227,39.644626
2958,67.991373,,72.881006,,64.689165,,70.476598,61.858523,63.534697,72.837911,66.697442,62.820103,42.223549,39.603542
2956,67.947207,,72.855225,,64.670533,,70.444334,61.786337,63.507541,72.795928,66.632893,62.761645,42.216866,39.574515
2954,67.910157,,72.83363,,64.654232,,70.416253,61.707388,63.48225,72.7537,66.570114,62.706626,42.217483,39.545009
2952,67.876571,,72.814034,,64.640266,,70.390114,61.623755,63.458833,72.715575,66.511041,62.655044,42.225386,39.515031
2950,67.83733,,72.792068,,64.623295,,70.361439,61.533398,63.432462,72.675039,66.446,62.601286,42.22454,39.484592
2948,67.786973,,72.767735,,64.60867,,70.327999,61.436342,63.403153,72.632101,66.371138,62.543493,42.220313,39.441281
2946,67.718226,,72.736676,,64.593723,,70.287568,61.330554,63.368507,72.5846,66.278741,62.474205,42.199397,39.397569
2944,67.627465,,72.696717,,64.575795,,70.24016,61.218115,63.326132,72.530379,66.168836,62.395313,42.15919,39.328715
2942,67.511075,,72.645689,,64.554896,,70.183554,61.094948,63.276051,72.469452,66.035659,62.303108,42.097098,39.271919
2940,67.370905,,72.581427,,64.528373,,70.115534,60.965182,63.21829,72.397501,65.881175,62.197617,42.015853,39.202462
2938,67.214261,,72.503947,,64.498905,,70.042822,60.828843,63.157688,72.316711,65.71313,62.082596,41.918178,39.157349
2936,67.041163,,72.411087,,64.461179,,69.965432,60.692086,63.091856,72.229263,65.531546,61.96365,41.809436,39.124169
2934,66.869815,,72.31158,,64.417874,,69.89007,60.559008,63.028027,72.137332,65.351858,61.844513,41.697616,39.102865
2932,66.702034,,72.207613,,64.371666,,69.814509,60.435728,62.963805,72.045254,65.177918,61.732625,41.59067,39.081136
2930,66.56144,,72.107898,,64.325222,,69.749903,60.332426,62.904006,71.957356,65.030892,61.637267,41.504442,39.05899
2928,66.449822,,72.016784,,64.278549,,69.69847,60.25313,62.853432,71.880113,64.912666,61.562124,41.44151,39.036436
2926,66.387122,,71.953834,,64.242269,,69.664652,60.201856,62.814473,71.819992,64.844353,61.512728,41.417616,39.001306
2924,66.373288,,71.916844,,64.219024,,69.646202,60.184635,62.787117,71.776973,64.823959,61.490886,41.432631,38.96583
2922,66.415524,,71.920995,,64.211447,,69.649778,60.197316,62.77614,71.755349,64.861019,61.496546,41.491683,38.930017
2920,66.502886,,71.953207,,64.21687,,69.670905,60.239822,62.779127,71.757248,64.94585,61.529656,41.581489,38.893875
2918,66.633512,,72.019963,,64.237922,,69.705114,60.308017,62.793665,71.780486,65.074543,61.588313,41.704564,38.857414
2916,66.787418,,72.103861,,64.263997,,69.75017,60.393727,62.81974,71.822882,65.231688,61.668766,41.83983,38.844769
2914,66.960955,,72.202711,,64.300383,,69.80162,60.492854,62.854949,71.88226,65.409574,61.769126,41.984625,38.855811
2912,67.135992,,72.307823,,64.336492,,69.857237,60.595251,62.894507,71.949994,65.590925,61.874576,42.125847,38.878396
2910,67.308909,,72.410519,,64.372332,,69.914802,60.696866,62.943184,72.028224,65.769991,61.983263,42.260899,38.924457
2908,67.468851,,72.50647,,64.407908,,69.969881,60.791647,62.996202,72.106195,65.933375,62.084114,42.387197,38.981894
2906,67.612217,,72.591355,,64.440589,,70.022483,60.875582,63.053562,72.183909,66.079189,62.177145,42.499568,39.050644
2904,67.740834,,72.667353,,64.470384,,70.072617,60.952733,63.10812,72.254931,66.203637,62.258692,42.598066,39.11872
2902,67.851107,,72.732312,,64.497305,,70.12029,61.023121,63.16227,72.317127,66.310573,62.330618,42.68794,39.198033
2900,67.950283,,72.78841,,64.518729,,70.161085,61.088779,63.208891,72.370516,66.401937,62.394787,42.766632,39.264762
2898,68.034766,,72.839985,,64.537303,,70.195019,61.15374,63.248009,72.410826,66.479661,62.453052,42.839368,39.318982
2896,68.113599,,72.887044,,64.55567,,70.226528,61.216001,63.282023,72.446653,66.547586,62.507266,42.906174,39.360772
2894,68.183181,,72.929593,,64.573835,,70.255619,61.279582,63.306209,72.475865,66.609541,62.555603,42.964495,39.390208
2892,68.248936,,72.97196,,64.591805,,70.282303,61.340475,63.325339,72.502758,66.665537,62.601745,43.014368,39.407368
2890,68.307263,,73.011986,,64.612211,,70.30438,61.400693,63.337065,72.529477,66.715584,62.642033,43.055831,39.400565
2888,68.354569,,73.045363,,64.627183,,70.319658,61.454243,63.346145,72.551752,66.755886,62.678315,43.086351,39.405171
