API_gravity,Viscosity_100F
20.0,60.0
20.303030303030305,57.61333333333332
20.606060606060606,55.226666666666674
20.90909090909091,52.83999999999999
21.21212121212121,50.45333333333334
21.515151515151516,48.06666666666666
21.81818181818182,45.679999999999986
22.12121212121212,43.29333333333334
22.424242424242426,40.90666666666665
22.727272727272727,38.52000000000001
23.03030303030303,36.133333333333326
23.333333333333332,33.74666666666668
23.636363636363637,31.36
23.939393939393938,28.97333333333335
24.242424242424242,26.586666666666673
24.545454545454547,24.199999999999996
24.848484848484848,21.81333333333334
25.151515151515152,20.296969696969697
25.454545454545453,19.650909090909096
25.757575757575758,19.004848484848484
26.060606060606062,18.358787878787876
26.363636363636363,17.712727272727275
26.666666666666668,17.066666666666666
26.96969696969697,16.42060606060606
27.272727272727273,15.774545454545454
27.575757575757578,15.128484848484845
27.87878787878788,14.482424242424242
28.18181818181818,13.836363636363641
28.484848484848484,13.190303030303031
28.78787878787879,12.544242424242423
29.090909090909093,11.898181818181813
29.393939393939394,11.252121212121212
29.696969696969695,10.606060606060609
30.0,9.96
30.303030303030305,9.629090909090909
30.606060606060606,9.298181818181819
30.90909090909091,8.967272727272727
31.21212121212121,8.636363636363638
31.515151515151516,8.305454545454545
31.81818181818182,7.974545454545453
32.121212121212125,7.643636363636361
32.42424242424242,7.312727272727276
32.72727272727273,6.981818181818183
33.03030303030303,6.65090909090909
33.333333333333336,6.3199999999999985
33.63636363636364,5.989090909090905
33.93939393939394,5.658181818181821
34.24242424242424,5.327272727272728
34.54545454545455,4.996363636363635
34.84848484848485,4.665454545454542
35.151515151515156,4.439696969696968
35.45454545454545,4.319090909090909
35.75757575757576,4.198484848484848
36.06060606060606,4.077878787878787
36.36363636363636,3.957272727272729
36.66666666666667,3.8366666666666647
36.96969696969697,3.7160606060606063
37.27272727272727,3.5954545454545452
37.57575757575758,3.4748484848484837
37.878787878787875,3.3542424242424254
38.18181818181819,3.2336363636363616
38.484848484848484,3.1130303030303033
38.78787878787879,2.992424242424242
39.09090909090909,2.8718181818181807
39.39393939393939,2.7512121212121223
39.6969696969697,2.630606060606058
40.0,2.51
40.303030303030305,2.437636363636363
40.60606060606061,2.3652727272727265
40.90909090909091,2.2929090909090912
41.21212121212121,2.2205454545454546
41.515151515151516,2.148181818181818
41.81818181818182,2.0758181818181813
42.121212121212125,2.0034545454545443
42.42424242424242,1.9310909090909094
42.72727272727273,1.8587272727272728
43.03030303030303,1.7863636363636362
43.333333333333336,1.7139999999999995
43.63636363636364,1.6416363636363627
43.93939393939394,1.5692727272727276
44.24242424242424,1.496909090909091
44.54545454545455,1.4245454545454541
44.848484848484844,1.3521818181818193
45.151515151515156,1.3036969696969694
45.45454545454545,1.2790909090909093
45.75757575757576,1.2544848484848485
46.06060606060606,1.2298787878787878
46.36363636363636,1.2052727272727277
46.66666666666667,1.1806666666666663
46.96969696969697,1.1560606060606062
47.27272727272727,1.1314545454545455
47.57575757575758,1.1068484848484847
47.878787878787875,1.0822424242424247
48.18181818181819,1.0576363636363633
48.484848484848484,1.0330303030303032
48.78787878787879,1.0084242424242424
49.09090909090909,0.9838181818181817
49.39393939393939,0.9592121212121214
49.6969696969697,0.9346060606060602
50.0,0.91
